"","station","date","variable","value","units","ym"
"9099",18003303102,2015-04-20,"tn",750,"ug/L","201504"
"9114",3005300102,2015-04-20,"tn",720,"ug/L","201504"
"91281",3005702902,2015-04-20,"tn",2440,"ug/L","201504"
"9142",3005702802,2015-04-20,"tn",1230,"ug/L","201504"
"91561",3005702502,2015-04-20,"tn",1260,"ug/L","201504"
"9170",16018407402,2015-04-20,"tn",4030,"ug/L","201504"
"9206",6010400802,2015-04-20,"tn",1510,"ug/L","201504"
"9230",3005702102,2015-04-20,"tn",2060,"ug/L","201504"
"9244",16018413002,2015-04-20,"tn",930,"ug/L","201504"
"9282",18003300302,2015-04-20,"tn",490,"ug/L","201504"
"9327",18003303602,2015-04-20,"tn",800,"ug/L","201504"
"93521",3005703102,2015-04-20,"tn",2620,"ug/L","201504"
"9366",16018410302,2015-04-20,"tn",2610,"ug/L","201504"
"94051",16018404102,2015-04-20,"tn",2960,"ug/L","201504"
"94521",16018401502,2015-04-20,"tn",3200,"ug/L","201504"
"9496",6010400102,2015-04-20,"tn",1540,"ug/L","201504"
"95202",16018407702,2015-04-20,"tn",3720,"ug/L","201504"
"95361",16018402902,2015-04-20,"tn",3670,"ug/L","201504"
"95755",16018401602,2015-04-20,"tn",5700,"ug/L","201504"
"9598",16018405202,2015-04-20,"tn",6150,"ug/L","201504"
"96144",16018405102,2015-04-20,"tn",7370,"ug/L","201504"
"9650",6009701802,2015-04-20,"tn",1930,"ug/L","201504"
"9674",3005700702,2015-04-20,"tn",2510,"ug/L","201504"
"9688",16018412702,2015-04-20,"tn",4450,"ug/L","201504"
"9724",11000100502,2015-04-21,"tn",2170,"ug/L","201504"
"9768",11000100702,2015-04-21,"tn",2740,"ug/L","201504"
"98122",11000101202,2015-04-21,"tn",2360,"ug/L","201504"
"9859",8002100202,2015-04-21,"tn",4520,"ug/L","201504"
"9904",17002102102,2015-04-21,"tn",840,"ug/L","201504"
"9950",16018403602,2015-04-21,"tn",2490,"ug/L","201504"
"9974",16018412602,2015-04-21,"tn",1550,"ug/L","201504"
"9990",16018409902,2015-04-21,"tn",1490,"ug/L","201504"
"10028",16018403402,2015-04-21,"tn",1830,"ug/L","201504"
"10073",17002113002,2015-04-21,"tn",1040,"ug/L","201504"
"10117",17002104102,2015-04-21,"tn",1200,"ug/L","201504"
"10161",17002107402,2015-04-21,"tn",510,"ug/L","201504"
"10207",8002201202,2015-04-21,"tn",6220,"ug/L","201504"
"10252",11000101302,2015-04-21,"tn",3930,"ug/L","201504"
"10297",17002113602,2015-04-21,"tn",1300,"ug/L","201504"
"10320",16018409102,2015-04-21,"tn",5340,"ug/L","201504"
"10356",6008200302,2015-04-21,"tn",1680,"ug/L","201504"
"10380",16018413102,2015-04-21,"tn",880,"ug/L","201504"
"10416",17002111902,2015-04-21,"tn",3250,"ug/L","201504"
"10442",8002201002,2015-04-21,"tn",8310,"ug/L","201504"
"104571",16018410402,2015-04-21,"tn",6060,"ug/L","201504"
"10475",8002200702,2015-04-21,"tn",4430,"ug/L","201504"
"10510",17002102502,2015-04-21,"tn",370,"ug/L","201504"
"10534",16018409002,2015-04-21,"tn",2250,"ug/L","201504"
"10550",16018403702,2015-04-21,"tn",1620,"ug/L","201504"
"10566",16018406702,2015-04-21,"tn",2470,"ug/L","201504"
"10602",6008000602,2015-04-21,"tn",3400,"ug/L","201504"
"10646",6008000702,2015-04-21,"tn",5080,"ug/L","201504"
"106701",16018410202,2015-04-21,"tn",1520,"ug/L","201504"
"10711",6008501402,2015-04-21,"tn",3890,"ug/L","201504"
"10759",8002201902,2015-04-21,"tn",5840,"ug/L","201504"
"10784",16018407502,2015-04-21,"tn",6010,"ug/L","201504"
"10821",17002102302,2015-04-21,"tn",480,"ug/L","201504"
"10864",17002107502,2015-04-21,"tn",420,"ug/L","201504"
"10908",17002113702,2015-04-21,"tn",2640,"ug/L","201504"
"10934",8004000202,2015-04-21,"tn",5650,"ug/L","201504"
"10972",8004000802,2015-04-21,"tn",4070,"ug/L","201504"
"11016",17002105402,2015-04-21,"tn",340,"ug/L","201504"
"11041",8002202002,2015-04-21,"tn",5370,"ug/L","201504"
"11079",8002201602,2015-04-21,"tn",4510,"ug/L","201504"
"11125",3013303002,2015-04-22,"tn",480,"ug/L","201504"
"11168",6002400902,2015-04-22,"tn",1580,"ug/L","201504"
"112121",6002400102,2015-04-22,"tn",3880,"ug/L","201504"
"11238",16012401402,2015-04-22,"tn",3390,"ug/L","201504"
"11274",17002106702,2015-04-22,"tn",780,"ug/L","201504"
"11301",16010901002,2015-04-22,"tn",7790,"ug/L","201504"
"11316",16018410102,2015-04-22,"tn",2470,"ug/L","201504"
"11352",3013302302,2015-04-22,"tn",470,"ug/L","201504"
"11397",16018411702,2015-04-22,"tn",1320,"ug/L","201504"
"11420",17002114202,2015-04-22,"tn",870,"ug/L","201504"
"11456",17002100702,2015-04-22,"tn",670,"ug/L","201504"
"11482",17002114302,2015-04-22,"tn",920,"ug/L","201504"
"11519",18000036002,2015-04-22,"tn",390,"ug/L","201504"
"11545",17002114402,2015-04-22,"tn",1090,"ug/L","201504"
"115811",17002106502,2015-04-22,"tn",610,"ug/L","201504"
"11607",17002107002,2015-04-22,"tn",610,"ug/L","201504"
"11644",17002100802,2015-04-22,"tn",990,"ug/L","201504"
"11690",16016400102,2015-04-22,"tn",3840,"ug/L","201504"
"11736",17002105202,2015-04-22,"tn",480,"ug/L","201504"
"11783",18607002002,2015-04-22,"tn",420,"ug/L","201504"
"11830",16015900302,2015-04-22,"tn",3680,"ug/L","201504"
"11856",17002101702,2015-04-22,"tn",540,"ug/L","201504"
"11873",16015901002,2015-04-22,"tn",3290,"ug/L","201504"
"11910",18607006002,2015-04-22,"tn",320,"ug/L","201504"
"11956",17002103802,2015-04-22,"tn",630,"ug/L","201504"
"12003",17002114102,2015-04-22,"tn",650,"ug/L","201504"
"12047",6008301802,2015-04-22,"tn",680,"ug/L","201504"
"12091",6008310302,2015-04-22,"tn",2460,"ug/L","201504"
"121411",6008301902,2015-04-22,"tn",1730,"ug/L","201504"
"12188",16018401202,2015-04-22,"tn",4560,"ug/L","201504"
"12231",6003800102,2015-04-22,"tn",1250,"ug/L","201504"
"12275",6008300902,2015-04-22,"tn",910,"ug/L","201504"
"12300",17002101602,2015-04-22,"tn",570,"ug/L","201504"
"12335",6008310402,2015-04-22,"tn",660,"ug/L","201504"
"12380",17002114002,2015-04-22,"tn",1000,"ug/L","201504"
"124051",17002101802,2015-04-22,"tn",340,"ug/L","201504"
"12422",16010900702,2015-04-22,"tn",6280,"ug/L","201504"
"124591",16010900802,2015-04-22,"tn",5450,"ug/L","201504"
"12505",16012401102,2015-04-22,"tn",3990,"ug/L","201504"
"12531",16012401202,2015-04-22,"tn",5670,"ug/L","201504"
"12568",17002107702,2015-04-22,"tn",1020,"ug/L","201504"
"126141",18607008002,2015-04-22,"tn",310,"ug/L","201504"
"12639",16018410602,2015-04-23,"tn",5080,"ug/L","201504"
"12655",16018403202,2015-04-23,"tn",4490,"ug/L","201504"
"12669",16018400902,2015-04-23,"tn",3660,"ug/L","201504"
"12685",16018403302,2015-04-23,"tn",3960,"ug/L","201504"
"12699",16018412902,2015-04-23,"tn",1110,"ug/L","201504"
"12715",16018409202,2015-04-23,"tn",3640,"ug/L","201504"
"127531",16018401002,2015-04-23,"tn",3700,"ug/L","201504"
"12800",16018402702,2015-04-23,"tn",3640,"ug/L","201504"
"128471",16018409302,2015-04-23,"tn",2200,"ug/L","201504"
"12894",3013301302,2015-04-23,"tn",310,"ug/L","201504"
"12941",3013301902,2015-04-23,"tn",760,"ug/L","201504"
"12966",16018412802,2015-04-23,"tn",1430,"ug/L","201504"
"13005",6011700302,2015-04-27,"tn",2240,"ug/L","201504"
"13049",6001701102,2015-04-27,"tn",570,"ug/L","201504"
"13093",6001701002,2015-04-27,"tn",1470,"ug/L","201504"
